image_name,xmin_pred,ymin_pred,xmax_pred,ymax_pred,confidence,label_pred,xmin_gt,ymin_gt,xmax_gt,ymax_gt,label_gt
6d38a003-fd7d-49fc-aee0-148f7821e3a5_jpg.rf.2ec447fae1c72c81165876701b1c99d9.jpg,151.02500915527344,1523.7984619140625,1540.1875,2422.27099609375,0.8986919522285461,0,156.565,1530.005,1529.475,2409.215,0
aegf_20230729_134356_jpg.rf.8284aac62d64697455dc946471150d76.jpg,1098.877197265625,1125.801025390625,1719.87548828125,1762.9892578125,0.9462440609931946,0,1115.5449999999996,1113.21,1729.655,1759.23,0
aegm_20230729_0000643_JPG.rf.38ba5c42629f9cf5497754cda2b4a9ec.jpg,1683.5888671875,434.89141845703125,4815.21337890625,2899.93359375,0.9444746971130371,0,1635.4349999999997,490.3949999999998,4893.005,2925.005,0
aegm_20230729_0000642_JPG.rf.d0760c397f4308ed3bf0c3742dab8f94.jpg,2239.138916015625,457.1487731933594,5622.576171875,3054.869873046875,0.956836462020874,0,2226.695,475.20499999999976,5591.0650000000005,3105.1549999999997,0
bf7ab770-f77e-4f2b-9ba3-adec94bb6958_jpg.rf.77c22f686d0cb2bbd13eb8d782f1181f.jpg,895.528564453125,2493.177978515625,1411.8450927734375,2941.340576171875,0.5976539850234985,0,940.9850000000001,2533.655,1424.0149999999999,3252.3650000000002,0
bf7ab770-f77e-4f2b-9ba3-adec94bb6958_jpg.rf.77c22f686d0cb2bbd13eb8d782f1181f.jpg,1015.7721557617188,1890.0030517578125,1423.7568359375,2278.456298828125,0.3063218295574188,0,940.9850000000001,2533.655,1424.0149999999999,3252.3650000000002,0
korf_20230928_134509_jpg.rf.49e602be5fcc17bc538f3d450ef38a07.jpg,192.990966796875,1086.86376953125,965.936279296875,2436.98876953125,0.9255685210227966,0,203.5999999999999,1093.9450000000002,993.9999999999999,2424.995,0
japm__0000348_JPG.rf.d0d6fe583911c5ec9f7d01ddbe651226.jpg,1370.5164794921875,885.711669921875,5808.50439453125,3437.373046875,0.9403839707374573,0,1417.9899999999996,861.0,5810.530000000001,3469.3,0
7b41b62d-6c17-4ef7-848c-73bba85cbd64_jpg.rf.bbfad6c7439735a30a80cc5fbef41f5e.jpg,879.3060302734375,372.9999694824219,1132.418701171875,654.037353515625,0.9095234274864197,0,887.52,384.4150000000001,1125.2800000000002,651.225,0
a7acb111-651a-48ce-87d4-0966834b5e1d_jpeg.rf.9a6cd434594dd61ab665ff101d986e39.jpg,880.5949096679688,1769.115966796875,2224.07177734375,2917.291748046875,0.9523410797119141,0,881.59,1773.975,2217.41,2907.485,0
japm_20230607_130507_jpg.rf.1a7993118a8f4fbd2045504a67dbe1fe.jpg,1783.93017578125,500.9518737792969,3402.9755859375,2287.424072265625,0.9634743332862854,0,1787.7299999999998,536.3999999999997,3399.1699999999996,2268.7799999999997,0
japf__0000287_JPG.rf.e125d41a1146a5e8b69dc621f9f77845.jpg,157.25877380371094,1691.59765625,3429.984375,4472.2353515625,0.9351785778999329,0,0.0,1087.4899999999998,3428.04,4514.63,0
aegm_20230729_0000682_JPG.rf.ca14db59e2ccf07aebf8412805560057.jpg,960.0423583984375,322.08428955078125,4821.7197265625,3520.974609375,0.9223838448524475,0,952.2950000000004,362.8400000000001,4815.705,3525.4,0
76c22631-3060-42aa-a7e0-fe4a6b44eba5_jpg.rf.55235174c969fcc969fc7b676e3cf93f.jpg,826.941650390625,792.796142578125,3047.36572265625,2744.92529296875,0.9576740860939026,0,845.1300000000001,784.2650000000003,3037.09,2745.495,0
japf_20230610_194145_jpg.rf.90a525c7de98a4f22f61ca96c751f0d6.jpg,707.0626220703125,2091.59765625,1600.895751953125,2647.98583984375,0.8593845963478088,0,806.79,2087.6200000000003,1591.7899999999997,2629.5200000000004,0
aegm_20230729_0000668_JPG.rf.77317aae0e59a58c63e6d01a995fd2a9.jpg,2390.800048828125,984.5343017578125,5366.41796875,3722.75439453125,0.9688035249710083,0,2404.9400000000005,1014.69,5342.180000000001,3770.81,0
japf_20230605_223608_jpg.rf.601fce5d7ac9b0454dfc6a5ff31804c0.jpg,1554.2216796875,329.03729248046875,2426.017333984375,1403.7374267578125,0.930880606174469,0,1575.61,315.99000000000007,2433.99,1416.9899999999998,0
aegf_20230729_0000630_JPG.rf.1a1755e505744d5e8b2037fbfa587e25.jpg,1807.6845703125,2107.742919921875,3849.7314453125,4160.0,0.9413211345672607,0,1875.375,2127.0399999999995,3901.005,4160.0,0
japf__0000278_JPG.rf.39a56e11401da64ddbcab55dcdf3f496.jpg,759.8733520507812,1720.8212890625,4085.583740234375,5293.65869140625,0.9174611568450928,0,803.9899999999997,1313.3250000000003,4077.3100000000004,5307.755000000001,0
aegm_20230729_0000714_JPG.rf.bd815644f04d7102eb44f256d39e20d5.jpg,1646.180908203125,1271.178466796875,3465.391357421875,2802.604248046875,0.9529677033424377,0,1674.67,1151.98,3493.6700000000005,2831.98,0
japf_20230610_194144_jpg.rf.cf254a79472b9590e30283e592ffe29a.jpg,725.2349853515625,1605.4437255859375,1730.663330078125,2239.18017578125,0.9034608006477356,0,734.27,1686.8500000000001,1745.2700000000002,2236.4500000000003,0
6f51fd78-ffb1-4d0f-8374-48f06eb1ff0d_jpg.rf.fcc4bba54b52508bddecfbc2d8dbc104.jpg,769.200927734375,1317.5567626953125,1242.47900390625,1667.2340087890625,0.9132885336875916,0,750.59,1317.1,1231.33,1670.02,0
9137483c-d81b-4eca-ab20-3bf545e5855e_jpg.rf.574c6ed54d774f54453b0c0211072474.jpg,1096.408935546875,1561.477783203125,1682.193603515625,2361.593994140625,0.9007306098937988,0,1105.66,1465.665,1674.68,2326.995,0
japf__0000337_JPG.rf.6ab5cc55830e5046b8e9a8acfa9ac13d.jpg,248.40243530273438,35.328575134277344,6240.0,3522.49853515625,0.9370817542076111,0,360.9999999999998,0.0,6238.0,3180.0,0
korf_20230917_0001025_jpg.rf.eee9380f37592953590b4044a3e1dfb3.jpg,1481.282470703125,510.0601806640625,2889.1484375,2051.588623046875,0.9376311302185059,0,1523.6949999999997,531.5550000000002,2869.625,2071.205,0
d6c09484-0ed4-4f95-9636-bfb7ab55596a_jpg.rf.b196b7f20b93653c4d411312e4322376.jpg,305.5010986328125,414.6060485839844,1223.8775634765625,893.0760498046875,0.9302244782447815,0,310.78499999999985,417.75,1154.995,881.15,0
